ID,Year,Month,Day,kingdom,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
28123,3,10,24,Midgar,27.3,16.77,2.6,12.2,252
28124,3,10,24,Midgard,24.7,15.26,12.22,8.8,262
28125,3,10,24,Mordor,28.1,22.6,6.11,14.3,304
28126,3,10,24,Neo-City,27,19.11,3.25,12.3,300
28127,3,10,24,Neo-Tokyo,27.1,19.11,3.25,12.3,300
28128,3,10,24,Nirvana,300.15,22.44,2.73,14.8,327
28129,3,10,24,Olympus,299.65,18.61,4.68,10.2,262
28130,3,10,24,Pandora,300.25,18.61,4.68,10.2,262
28131,3,10,24,Rapture,299.65,18.61,4.68,10.2,262
28132,3,10,24,Rivendell,293.55,16.71,10.01,4.3,7
28133,3,10,24,Serenity,300.25,19.11,3.25,12.3,300
28134,3,10,24,Shangri-La,27.1,19.11,3.25,12.3,300
28135,3,10,24,Solara,299.95,19.11,3.25,12.3,300
28136,3,10,24,Solstice,27.4,15.17,3.25,12.3,223
28137,3,10,24,Sunspear,27.6,19.05,14.95,15.2,235
28138,3,10,24,Utopia,300.25,18.61,4.68,10.2,262
28139,3,10,24,Valyria,27,11.6,16.25,11.2,142
28140,3,10,24,Winterfell,23.2,18.48,9.23,5.8,12
28141,3,10,25,Arcadia,25.6,20.05,3.9,5.8,256
28142,3,10,25,Atlantis,299.95,19.69,15.08,11.4,331
28143,3,10,25,Avalon,26.4,19.69,15.08,11.4,331
28144,3,10,25,Camelot,23.8,18.15,4.03,6.4,14
28145,3,10,25,Dorne,27.3,22.14,3.38,10.1,231
28146,3,10,25,Eden,27,20.63,0.39,7.6,280
28147,3,10,25,El Dorado,298.95,18.79,3.38,7.6,357
28148,3,10,25,Elysium,26.9,20.63,0.39,7.6,280
28149,3,10,25,Emerald City,300.05,20.2,1.17,8.4,301
28150,3,10,25,Helios,25.7,20.05,3.9,5.8,256
28151,3,10,25,Krypton,300.25,20.63,0.39,7.6,280
28152,3,10,25,Metropolis,27.1,20.2,1.17,8.4,301
28153,3,10,25,Midgar,27,20.9,10.14,7.6,254
28154,3,10,25,Midgard,24.9,19.31,6.89,5.4,254
28155,3,10,25,Mordor,26.8,16.22,7.15,8.2,218
28156,3,10,25,Neo-City,27,20.2,1.17,8.4,301
28157,3,10,25,Neo-Tokyo,27.1,20.2,1.17,8.4,301
28158,3,10,25,Nirvana,299.65,19.69,15.08,11.4,331
28159,3,10,25,Olympus,300.05,20.63,0.39,7.6,280
28160,3,10,25,Pandora,300.25,20.63,0.39,7.6,280
28161,3,10,25,Rapture,300.15,20.63,0.39,7.6,280
28162,3,10,25,Rivendell,293.55,15.37,15.08,3.6,90
28163,3,10,25,Serenity,300.25,20.2,1.17,8.4,301
28164,3,10,25,Shangri-La,27.1,20.2,1.17,8.4,301
28165,3,10,25,Solara,299.95,20.2,1.17,8.4,301
28166,3,10,25,Solstice,27.7,23.12,1.56,15.3,116
28167,3,10,25,Sunspear,28,23.26,0.26,14.8,122
28168,3,10,25,Utopia,300.35,20.63,0.39,7.6,280
28169,3,10,25,Valyria,26.9,17.94,13.39,7.6,134
28170,3,10,25,Winterfell,22.8,13.76,16.9,6.9,142
28171,3,10,26,Arcadia,24.9,19.08,14.82,9.7,263
28172,3,10,26,Atlantis,300.05,24.72,1.43,13.2,285
28173,3,10,26,Avalon,26.4,24.72,1.43,13.2,285
28174,3,10,26,Camelot,23.3,18.53,39.65,9,305
28175,3,10,26,Dorne,26.8,18.8,7.67,13,245
28176,3,10,26,Eden,26.4,20.09,4.81,11.4,229
28177,3,10,26,El Dorado,298.35,21.6,7.41,10.2,241
28178,3,10,26,Elysium,26.3,20.09,4.81,11.4,229
28179,3,10,26,Emerald City,299.45,20.94,2.47,12.1,222
28180,3,10,26,Helios,25.2,19.08,14.82,9.7,263
28181,3,10,26,Krypton,299.55,20.09,4.81,11.4,229
28182,3,10,26,Metropolis,26.5,20.94,2.47,12.1,222
28183,3,10,26,Midgar,26.8,20.02,10.01,10.6,248
28184,3,10,26,Midgard,24.6,19,25.22,11,299
28185,3,10,26,Mordor,27.2,23.42,6.5,14,278
28186,3,10,26,Neo-City,26.3,20.94,2.47,12.1,222
28187,3,10,26,Neo-Tokyo,26.4,20.94,2.47,12.1,222
28188,3,10,26,Nirvana,299.55,24.72,1.43,13.2,285
28189,3,10,26,Olympus,299.35,20.09,4.81,11.4,229
28190,3,10,26,Pandora,299.65,20.09,4.81,11.4,229
28191,3,10,26,Rapture,299.35,20.09,4.81,11.4,229
28192,3,10,26,Rivendell,293.25,18.63,48.23,4.2,291
28193,3,10,26,Serenity,299.55,20.94,2.47,12.1,222
28194,3,10,26,Shangri-La,26.4,20.94,2.47,12.1,222
28195,3,10,26,Solara,299.45,20.94,2.47,12.1,222
28196,3,10,26,Solstice,26.7,21.67,19.63,16.5,264
28197,3,10,26,Sunspear,27.2,20.55,3.51,9.2,137
28198,3,10,26,Utopia,299.75,20.09,4.81,11.4,229
28199,3,10,26,Valyria,26.9,21.91,12.48,13.2,245
28200,3,10,26,Winterfell,22.6,20.28,15.86,8.6,272
28201,3,10,27,Arcadia,24.6,17.01,9.23,8.5,272
28202,3,10,27,Atlantis,300.25,23.1,1.82,15.4,322
28203,3,10,27,Avalon,26.3,23.1,1.82,15.4,322
28204,3,10,27,Camelot,23.1,17.68,5.46,8.7,307
28205,3,10,27,Dorne,26.6,19.41,11.44,12.1,337
28206,3,10,27,Eden,26.2,18.41,2.08,10.9,268
28207,3,10,27,El Dorado,298.15,19.09,3.9,12.2,340
28208,3,10,27,Elysium,26.1,18.41,2.08,10.9,268
28209,3,10,27,Emerald City,299.25,18.69,3.38,12.2,309
28210,3,10,27,Helios,24.7,17.01,9.23,8.5,272
28211,3,10,27,Krypton,299.45,18.41,2.08,10.9,268
28212,3,10,27,Metropolis,26.3,18.69,3.38,12.2,309
28213,3,10,27,Midgar,26.4,16.99,7.41,8.8,306
28214,3,10,27,Midgard,24,17.16,12.09,9.7,295
28215,3,10,27,Mordor,27.3,22.31,0.78,14.5,297
28216,3,10,27,Neo-City,26.1,18.69,3.38,12.2,309
28217,3,10,27,Neo-Tokyo,26.2,18.69,3.38,12.2,309
28218,3,10,27,Nirvana,299.55,23.1,1.82,15.4,322
28219,3,10,27,Olympus,299.15,18.41,2.08,10.9,268
28220,3,10,27,Pandora,299.45,18.41,2.08,10.9,268
28221,3,10,27,Rapture,299.25,18.41,2.08,10.9,268
28222,3,10,27,Rivendell,293.25,19.1,22.49,5.4,347
28223,3,10,27,Serenity,299.35,18.69,3.38,12.2,309
28224,3,10,27,Shangri-La,26.3,18.69,3.38,12.2,309
28225,3,10,27,Solara,299.25,18.69,3.38,12.2,309
28226,3,10,27,Solstice,26.3,20.39,23.14,16.6,336
28227,3,10,27,Sunspear,26.9,20.75,13,10.7,32
28228,3,10,27,Utopia,299.55,18.41,2.08,10.9,268
28229,3,10,27,Valyria,26.8,22.54,11.7,14.4,355
28230,3,10,27,Winterfell,22.8,20.95,32.63,4.8,356
28231,3,10,28,Arcadia,24.9,18.71,11.18,10.5,0
28232,3,10,28,Atlantis,300.45,23.83,6.37,14.8,345
28233,3,10,28,Avalon,26.6,23.83,6.37,14.8,345
28234,3,10,28,Camelot,23.5,19.1,6.37,9.8,9
28235,3,10,28,Dorne,26.7,18.13,7.93,17,62
28236,3,10,28,Eden,26.4,20.65,4.29,10.8,28
28237,3,10,28,El Dorado,298.55,21.88,4.55,11.1,14
28238,3,10,28,Elysium,26.3,20.65,4.29,10.8,28
28239,3,10,28,Emerald City,299.65,21.68,2.34,12,23
28240,3,10,28,Helios,25.2,18.71,11.18,10.5,0
28241,3,10,28,Krypton,299.65,20.65,4.29,10.8,28
28242,3,10,28,Metropolis,26.5,21.68,2.34,12,23
28243,3,10,28,Midgar,26.5,18.94,5.46,10,23
28244,3,10,28,Midgard,24.5,19.13,11.96,12.4,327
28245,3,10,28,Mordor,26.9,21.63,3.64,10,340
28246,3,10,28,Neo-City,26.4,21.68,2.34,12,23
28247,3,10,28,Neo-Tokyo,26.5,21.68,2.34,12,23
28248,3,10,28,Nirvana,299.85,23.83,6.37,14.8,345
28249,3,10,28,Olympus,299.35,20.65,4.29,10.8,28
28250,3,10,28,Pandora,299.65,20.65,4.29,10.8,28
28251,3,10,28,Rapture,299.45,20.65,4.29,10.8,28
28252,3,10,28,Rivendell,293.75,18.88,20.8,4.7,13
28253,3,10,28,Serenity,299.65,21.68,2.34,12,23
28254,3,10,28,Shangri-La,26.5,21.68,2.34,12,23
28255,3,10,28,Solara,299.65,21.68,2.34,12,23
28256,3,10,28,Solstice,26.5,21.88,6.11,18.5,26
28257,3,10,28,Sunspear,27.3,17.35,4.94,20.1,71
28258,3,10,28,Utopia,299.75,20.65,4.29,10.8,28
28259,3,10,28,Valyria,27,21.39,3.77,13.4,11
28260,3,10,28,Winterfell,23.1,18.43,51.22,6.3,79
28261,3,10,29,Arcadia,25,17.89,17.42,10.9,53
28262,3,10,29,Atlantis,299.75,21.23,14.43,12,333
28263,3,10,29,Avalon,26.4,21.23,14.43,12,333
28264,3,10,29,Camelot,23.4,16.59,21.84,7.1,70
28265,3,10,29,Dorne,26.4,16.14,18.98,18.2,71
28266,3,10,29,Eden,26.1,18.94,18.2,10,41
28267,3,10,29,El Dorado,298.05,18.01,16.9,8.4,20
28268,3,10,29,Elysium,26,18.94,18.2,10,41
28269,3,10,29,Emerald City,299.15,18.93,13.26,10.4,39
28270,3,10,29,Helios,25.4,17.89,17.42,10.9,53
28271,3,10,29,Krypton,299.35,18.94,18.2,10,41
28272,3,10,29,Metropolis,26.2,18.93,13.26,10.4,39
28273,3,10,29,Midgar,26.7,18.53,10.01,11.5,66
28274,3,10,29,Midgard,24.6,17.48,15.86,10,73
28275,3,10,29,Mordor,26.6,18,13.91,8.4,210
28276,3,10,29,Neo-City,26.1,18.93,13.26,10.4,39
28277,3,10,29,Neo-Tokyo,26.1,18.93,13.26,10.4,39
28278,3,10,29,Nirvana,299.55,21.23,14.43,12,333
28279,3,10,29,Olympus,299.05,18.94,18.2,10,41
28280,3,10,29,Pandora,299.35,18.94,18.2,10,41
28281,3,10,29,Rapture,299.15,18.94,18.2,10,41
28282,3,10,29,Rivendell,293.25,14.06,35.1,3.7,94
28283,3,10,29,Serenity,299.35,18.93,13.26,10.4,39
28284,3,10,29,Shangri-La,26.2,18.93,13.26,10.4,39
28285,3,10,29,Solara,299.15,18.93,13.26,10.4,39
28286,3,10,29,Solstice,26.1,16.65,13.26,15.4,52
28287,3,10,29,Sunspear,26.6,17.16,23.53,22.7,67
28288,3,10,29,Utopia,299.55,18.94,18.2,10,41
28289,3,10,29,Valyria,26.5,18.19,14.17,10.5,24
28290,3,10,29,Winterfell,22.8,12.84,41.99,6.6,135
28291,3,10,30,Arcadia,24.5,17.3,48.49,10.6,281
28292,3,10,30,Atlantis,299.95,20.47,17.29,18.7,330
28293,3,10,30,Avalon,26,20.47,17.29,18.7,330
28294,3,10,30,Camelot,23.2,16.91,16.12,9.9,296
28295,3,10,30,Dorne,25.6,13.83,35.23,15.1,80
28296,3,10,30,Eden,25.7,18.03,70.85,13.9,339
28297,3,10,30,El Dorado,298.05,18.5,23.01,11.9,344
28298,3,10,30,Elysium,25.6,18.03,70.85,13.9,339
28299,3,10,30,Emerald City,298.95,18.44,50.05,14.8,348
28300,3,10,30,Helios,24.8,17.3,48.49,10.6,281
28301,3,10,30,Krypton,298.95,18.03,70.85,13.9,339
28302,3,10,30,Metropolis,25.8,18.44,50.05,14.8,348
28303,3,10,30,Midgar,25.7,17.03,55.9,12.3,340
28304,3,10,30,Midgard,24.3,17.43,21.06,11.3,286
28305,3,10,30,Mordor,26.6,18.3,16.64,13.6,290
28306,3,10,30,Neo-City,25.7,18.44,50.05,14.8,348
28307,3,10,30,Neo-Tokyo,25.8,18.44,50.05,14.8,348
28308,3,10,30,Nirvana,299.25,20.47,17.29,18.7,330
28309,3,10,30,Olympus,298.75,18.03,70.85,13.9,339
28310,3,10,30,Pandora,298.95,18.03,70.85,13.9,339
28311,3,10,30,Rapture,298.95,18.03,70.85,13.9,339
28312,3,10,30,Rivendell,293.35,15.94,30.03,5.1,330
28313,3,10,30,Serenity,298.95,18.44,50.05,14.8,348
28314,3,10,30,Shangri-La,25.8,18.44,50.05,14.8,348
28315,3,10,30,Solara,298.95,18.44,50.05,14.8,348
28316,3,10,30,Solstice,26.1,18.92,16.64,11.4,196
28317,3,10,30,Sunspear,26.1,12.04,46.8,22.2,105
28318,3,10,30,Utopia,299.05,18.03,70.85,13.9,339
28319,3,10,30,Valyria,26.4,17.84,14.82,11.5,179
28320,3,10,30,Winterfell,22.8,15.52,48.75,7,269
28321,3,10,31,Arcadia,23.3,4.36,77.35,6.5,220
28322,3,10,31,Atlantis,299.55,15.07,14.69,20.6,336
28323,3,10,31,Avalon,25.5,15.07,14.69,20.6,336
28324,3,10,31,Camelot,21.6,3.78,170.95,7.6,239
28325,3,10,31,Dorne,25.3,8.43,43.42,14.6,74
28326,3,10,31,Eden,24.9,5.84,97.63,11.4,319
28327,3,10,31,El Dorado,296.85,8.5,19.89,12.1,346
28328,3,10,31,Elysium,24.8,5.84,97.63,11.4,319
28329,3,10,31,Emerald City,298.15,7.15,27.17,14.3,341
28330,3,10,31,Helios,23.5,4.36,77.35,6.5,220
28331,3,10,31,Krypton,298.05,5.84,97.63,11.4,319
28332,3,10,31,Metropolis,25,7.15,27.17,14.3,341
28333,3,10,31,Midgar,25.3,5.47,13.52,6.8,113
28334,3,10,31,Midgard,22.8,4.54,97.76,9,236
28335,3,10,31,Mordor,26.7,13.25,3.38,20.6,312
28336,3,10,31,Neo-City,24.9,7.15,27.17,14.3,341
28337,3,10,31,Neo-Tokyo,24.9,7.15,27.17,14.3,341
28338,3,10,31,Nirvana,298.65,15.07,14.69,20.6,336
28339,3,10,31,Olympus,297.75,5.84,97.63,11.4,319
28340,3,10,31,Pandora,298.15,5.84,97.63,11.4,319
28341,3,10,31,Rapture,297.95,5.84,97.63,11.4,319
28342,3,10,31,Rivendell,292.35,4.99,89.96,8,322
28343,3,10,31,Serenity,298.15,7.15,27.17,14.3,341
28344,3,10,31,Shangri-La,24.9,7.15,27.17,14.3,341
28345,3,10,31,Solara,298.15,7.15,27.17,14.3,341
28346,3,10,31,Solstice,25.6,12.86,24.18,11.2,33
28347,3,10,31,Sunspear,25.5,7.82,50.83,20.9,75
28348,3,10,31,Utopia,298.35,5.84,97.63,11.4,319
28349,3,10,31,Valyria,26.4,12.95,12.09,17.1,16
28350,3,10,31,Winterfell,22,8.59,13.52,7.6,328
28351,3,11,1,Arcadia,24.5,17.2,12.48,9.6,13
28352,3,11,1,Atlantis,299.65,15.5,10.79,17.3,325
28353,3,11,1,Avalon,25.8,15.5,10.79,17.3,325
28354,3,11,1,Camelot,22.8,17,11.7,8.9,330
28355,3,11,1,Dorne,25.8,13.95,14.04,18.2,62
28356,3,11,1,Eden,26.1,18.35,14.82,10.2,28
28357,3,11,1,El Dorado,298.15,17.68,7.93,11.3,345
28358,3,11,1,Elysium,26,18.35,14.82,10.2,28
28359,3,11,1,Emerald City,299.15,18.39,11.31,10.9,12
28360,3,11,1,Helios,24.6,17.2,12.48,9.6,13
28361,3,11,1,Krypton,299.25,18.35,14.82,10.2,28
28362,3,11,1,Metropolis,26.1,18.39,11.31,10.9,12
28363,3,11,1,Midgar,26,17.53,19.76,11,48
28364,3,11,1,Midgard,23.8,16.7,14.95,10.9,314
28365,3,11,1,Mordor,26.5,14.82,2.6,10.2,297
28366,3,11,1,Neo-City,26,18.39,11.31,10.9,12
28367,3,11,1,Neo-Tokyo,26.1,18.39,11.31,10.9,12
28368,3,11,1,Nirvana,298.95,15.5,10.79,17.3,325
28369,3,11,1,Olympus,299.05,18.35,14.82,10.2,28
28370,3,11,1,Pandora,299.25,18.35,14.82,10.2,28
28371,3,11,1,Rapture,299.05,18.35,14.82,10.2,28
28372,3,11,1,Rivendell,293.25,16.84,18.98,8.3,341
28373,3,11,1,Serenity,299.25,18.39,11.31,10.9,12
28374,3,11,1,Shangri-La,26.1,18.39,11.31,10.9,12
28375,3,11,1,Solara,299.15,18.39,11.31,10.9,12
28376,3,11,1,Solstice,25.6,15.09,26.39,13.8,36
28377,3,11,1,Sunspear,26,13.85,20.41,21,70
28378,3,11,1,Utopia,299.35,18.35,14.82,10.2,28
28379,3,11,1,Valyria,26.2,16.82,24.57,17,357
28380,3,11,1,Winterfell,22.6,16.25,26.78,4.6,33
28381,3,11,2,Arcadia,23.8,10.88,24.18,6.9,294
28382,3,11,2,Atlantis,299.75,18.53,5.2,18.4,343
28383,3,11,2,Avalon,26,18.53,5.2,18.4,343
28384,3,11,2,Camelot,22.4,12.31,11.31,7.2,297
28385,3,11,2,Dorne,25.2,10.1,31.2,21.3,59
28386,3,11,2,Eden,25.5,12.86,25.35,10.4,5
28387,3,11,2,El Dorado,297.75,15.25,14.69,11.5,355
28388,3,11,2,Elysium,25.4,12.86,25.35,10.4,5
28389,3,11,2,Emerald City,298.85,13.9,16.77,12.4,6
28390,3,11,2,Helios,23.9,10.88,24.18,6.9,294
28391,3,11,2,Krypton,298.65,12.86,25.35,10.4,5
28392,3,11,2,Metropolis,25.5,13.9,16.77,12.4,6
28393,3,11,2,Midgar,25.4,10.43,29.38,7.8,17
28394,3,11,2,Midgard,23.3,11.78,18.33,7.6,298
28395,3,11,2,Mordor,27,18.17,2.34,15.7,319
28396,3,11,2,Neo-City,25.4,13.9,16.77,12.4,6
28397,3,11,2,Neo-Tokyo,25.5,13.9,16.77,12.4,6
28398,3,11,2,Nirvana,299.15,18.53,5.2,18.4,343
28399,3,11,2,Olympus,298.45,12.86,25.35,10.4,5
28400,3,11,2,Pandora,298.65,12.86,25.35,10.4,5
28401,3,11,2,Rapture,298.45,12.86,25.35,10.4,5
28402,3,11,2,Rivendell,293.15,13.56,16.9,7.6,333
28403,3,11,2,Serenity,298.65,13.9,16.77,12.4,6
28404,3,11,2,Shangri-La,25.5,13.9,16.77,12.4,6
28405,3,11,2,Solara,298.85,13.9,16.77,12.4,6
28406,3,11,2,Solstice,25.6,12.73,16.9,10.9,29
28407,3,11,2,Sunspear,25.4,9.52,57.85,28.1,68
28408,3,11,2,Utopia,298.75,12.86,25.35,10.4,5
28409,3,11,2,Valyria,26.1,12.04,10.4,16.3,7
28410,3,11,2,Winterfell,22.5,14.87,30.68,6.6,356
28411,3,11,3,Arcadia,24.5,15.96,15.73,10.5,71
28412,3,11,3,Atlantis,299.85,21.72,18.85,11.5,119
28413,3,11,3,Avalon,26.2,21.72,18.85,11.5,119
28414,3,11,3,Camelot,22.9,15.28,14.17,8,86
28415,3,11,3,Dorne,25.5,12.85,34.97,22,79
28416,3,11,3,Eden,26.1,18.67,9.75,15.1,50
28417,3,11,3,El Dorado,298.35,19.57,21.06,8,54
28418,3,11,3,Elysium,26,18.67,9.75,15.1,50
28419,3,11,3,Emerald City,299.45,19.28,15.73,13.4,49
28420,3,11,3,Helios,24.7,15.96,15.73,10.5,71
28421,3,11,3,Krypton,299.35,18.67,9.75,15.1,50
28422,3,11,3,Metropolis,26.1,19.28,15.73,13.4,49
28423,3,11,3,Midgar,25.6,13.95,15.08,12.2,70
28424,3,11,3,Midgard,23.8,14.78,18.07,8.4,92
28425,3,11,3,Mordor,26.6,20.78,5.85,10.6,143
28426,3,11,3,Neo-City,26.1,19.28,15.73,13.4,49
28427,3,11,3,Neo-Tokyo,26.2,19.28,15.73,13.4,49
28428,3,11,3,Nirvana,299.35,21.72,18.85,11.5,119
28429,3,11,3,Olympus,299.05,18.67,9.75,15.1,50
28430,3,11,3,Pandora,299.25,18.67,9.75,15.1,50
28431,3,11,3,Rapture,299.05,18.67,9.75,15.1,50
28432,3,11,3,Rivendell,293.45,14.38,15.99,4.9,113
28433,3,11,3,Serenity,299.35,19.28,15.73,13.4,49
28434,3,11,3,Shangri-La,26.2,19.28,15.73,13.4,49
28435,3,11,3,Solara,299.35,19.28,15.73,13.4,49
28436,3,11,3,Solstice,25.4,15.14,36.53,13.8,106
28437,3,11,3,Sunspear,25.6,14.2,56.55,26.1,91
28438,3,11,3,Utopia,299.35,18.67,9.75,15.1,50
28439,3,11,3,Valyria,26.2,16.78,16.38,13.5,63
28440,3,11,3,Winterfell,22.4,15.62,26.26,5.2,89
28441,3,11,4,Arcadia,24.5,15.13,60.97,7.1,55
28442,3,11,4,Atlantis,299.85,20.69,14.17,11.9,149
28443,3,11,4,Avalon,26.1,20.69,14.17,11.9,149
28444,3,11,4,Camelot,23.2,15.08,152.36,5.9,74
28445,3,11,4,Dorne,25.5,9.18,31.98,18.7,120
28446,3,11,4,Eden,25.7,16.25,68.38,8.8,331
28447,3,11,4,El Dorado,298.15,16.88,24.57,9.4,185
28448,3,11,4,Elysium,25.6,16.25,68.38,8.8,331
28449,3,11,4,Emerald City,298.85,16.55,22.23,10.1,217
28450,3,11,4,Helios,24.9,15.13,60.97,7.1,55
28451,3,11,4,Krypton,298.95,16.25,68.38,8.8,331
28452,3,11,4,Metropolis,25.8,16.55,22.23,10.1,217
28453,3,11,4,Midgar,25.9,15.91,28.86,10.7,91
28454,3,11,4,Midgard,24.2,14.97,80.47,6.2,103
28455,3,11,4,Mordor,26.5,19.79,7.28,10.4,131
28456,3,11,4,Neo-City,25.7,16.55,22.23,10.1,217
28457,3,11,4,Neo-Tokyo,25.7,16.55,22.23,10.1,217
28458,3,11,4,Nirvana,299.25,20.69,14.17,11.9,149
28459,3,11,4,Olympus,298.65,16.25,68.38,8.8,331
28460,3,11,4,Pandora,298.95,16.25,68.38,8.8,331
28461,3,11,4,Rapture,298.75,16.25,68.38,8.8,331
28462,3,11,4,Rivendell,293.45,15.7,43.55,5.4,138
28463,3,11,4,Serenity,298.95,16.55,22.23,10.1,217
28464,3,11,4,Shangri-La,25.8,16.55,22.23,10.1,217
28465,3,11,4,Solara,298.85,16.55,22.23,10.1,217
28466,3,11,4,Solstice,25.6,12.16,32.24,16.3,144
28467,3,11,4,Sunspear,25.7,7.67,52.65,25.4,120
28468,3,11,4,Utopia,299.15,16.25,68.38,8.8,331
28469,3,11,4,Valyria,26.1,16.24,22.36,14,161
28470,3,11,4,Winterfell,22.5,17.08,7.67,8.9,140
28471,3,11,5,Arcadia,24.5,13.65,36.53,9.5,113
28472,3,11,5,Atlantis,299.05,14.08,40.69,10.6,116
28473,3,11,5,Avalon,25.6,14.08,40.69,10.6,116
28474,3,11,5,Camelot,22.9,13.74,84.63,6.9,130
28475,3,11,5,Dorne,25.9,16.22,66.17,14.9,100
28476,3,11,5,Eden,25.6,13.6,50.83,10.5,190
28477,3,11,5,El Dorado,297.75,13.95,35.1,8.7,194
28478,3,11,5,Elysium,25.5,13.6,50.83,10.5,190
28479,3,11,5,Emerald City,298.65,13.95,30.42,10.5,208
28480,3,11,5,Helios,25,13.65,36.53,9.5,113
28481,3,11,5,Krypton,298.75,13.6,50.83,10.5,190
28482,3,11,5,Metropolis,25.6,13.95,30.42,10.5,208
28483,3,11,5,Midgar,26,14.26,32.89,14.5,105
28484,3,11,5,Midgard,24,14.07,23.53,9.3,130
28485,3,11,5,Mordor,25.7,13.96,23.27,13,106
28486,3,11,5,Neo-City,25.5,13.95,30.42,10.5,208
28487,3,11,5,Neo-Tokyo,25.6,13.95,30.42,10.5,208
28488,3,11,5,Nirvana,298.75,14.08,40.69,10.6,116
28489,3,11,5,Olympus,298.45,13.6,50.83,10.5,190
28490,3,11,5,Pandora,298.75,13.6,50.83,10.5,190
28491,3,11,5,Rapture,298.55,13.6,50.83,10.5,190
28492,3,11,5,Rivendell,293.05,14.33,48.75,8.8,114
28493,3,11,5,Serenity,298.75,13.95,30.42,10.5,208
28494,3,11,5,Shangri-La,25.6,13.95,30.42,10.5,208
28495,3,11,5,Solara,298.65,13.95,30.42,10.5,208
28496,3,11,5,Solstice,26,17.07,23.14,19,136
28497,3,11,5,Sunspear,26.3,18.12,44.72,20.6,122
28498,3,11,5,Utopia,298.95,13.6,50.83,10.5,190
28499,3,11,5,Valyria,26.1,15.06,14.43,16.3,139
28500,3,11,5,Winterfell,21.9,14.58,27.69,8.8,81
28501,3,11,6,Arcadia,25.2,15.97,4.03,11.1,87
28502,3,11,6,Atlantis,299.25,16.87,37.57,8.3,159
28503,3,11,6,Avalon,25.8,16.87,37.57,8.3,159
28504,3,11,6,Camelot,23.2,15.4,8.84,8.6,110
28505,3,11,6,Dorne,26.1,11.67,10.27,18.4,95
28506,3,11,6,Eden,26,16.44,41.34,10,51
28507,3,11,6,El Dorado,298.15,15.97,104.13,8.5,226
28508,3,11,6,Elysium,25.9,16.44,41.34,10,51
28509,3,11,6,Emerald City,298.95,16.24,96.59,9.4,148
28510,3,11,6,Helios,25.4,15.97,4.03,11.1,87
28511,3,11,6,Krypton,299.15,16.44,41.34,10,51
28512,3,11,6,Metropolis,26.2,16.24,96.59,9.4,148
28513,3,11,6,Midgar,26.7,15.6,2.08,13.5,91
28514,3,11,6,Midgard,24.4,15.69,2.99,9.9,114
28515,3,11,6,Mordor,26,14.82,21.58,10.5,114
28516,3,11,6,Neo-City,25.8,16.24,96.59,9.4,148
28517,3,11,6,Neo-Tokyo,25.9,16.24,96.59,9.4,148
28518,3,11,6,Nirvana,299.05,16.87,37.57,8.3,159
28519,3,11,6,Olympus,298.95,16.44,41.34,10,51
28520,3,11,6,Pandora,299.35,16.44,41.34,10,51
28521,3,11,6,Rapture,299.35,16.44,41.34,10,51
28522,3,11,6,Rivendell,293.45,14.64,21.97,6.5,105
28523,3,11,6,Serenity,299.05,16.24,96.59,9.4,148
28524,3,11,6,Shangri-La,26,16.24,96.59,9.4,148
28525,3,11,6,Solara,298.85,16.24,96.59,9.4,148
28526,3,11,6,Solstice,26.3,13.36,5.46,18.9,111
28527,3,11,6,Sunspear,26.3,8.39,12.87,22.2,91
28528,3,11,6,Utopia,299.65,16.44,41.34,10,51
28529,3,11,6,Valyria,26.3,15.42,6.5,14.8,90
28530,3,11,6,Winterfell,22.3,14.72,18.33,7.4,69
28531,3,11,7,Arcadia,24.3,13.94,13.13,10.3,66
28532,3,11,7,Atlantis,298.85,11.95,28.99,6.3,93
28533,3,11,7,Avalon,25.4,11.95,28.99,6.3,93
28534,3,11,7,Camelot,22.7,14.56,16.77,6.8,100
28535,3,11,7,Dorne,25.7,15.11,14.3,19.5,88
28536,3,11,7,Eden,25.4,12.77,25.35,8.6,39
28537,3,11,7,El Dorado,297.45,11.96,41.34,7.4,23
28538,3,11,7,Elysium,25.3,12.77,25.35,8.6,39
28539,3,11,7,Emerald City,298.55,12.08,44.33,8.1,40
28540,3,11,7,Helios,24.7,13.94,13.13,10.3,66
28541,3,11,7,Krypton,298.65,12.77,25.35,8.6,39
28542,3,11,7,Metropolis,25.5,12.08,44.33,8.1,40
28543,3,11,7,Midgar,25.7,13.61,13.39,13,74
28544,3,11,7,Midgard,23.9,14.6,12.35,8.4,102
28545,3,11,7,Mordor,25.4,11.42,28.73,9.4,106
28546,3,11,7,Neo-City,25.4,12.08,44.33,8.1,40
28547,3,11,7,Neo-Tokyo,25.4,12.08,44.33,8.1,40
28548,3,11,7,Nirvana,298.65,11.95,28.99,6.3,93
28549,3,11,7,Olympus,298.35,12.77,25.35,8.6,39
28550,3,11,7,Pandora,298.65,12.77,25.35,8.6,39
28551,3,11,7,Rapture,298.45,12.77,25.35,8.6,39
28552,3,11,7,Rivendell,292.95,14.18,13.39,6.3,107
28553,3,11,7,Serenity,298.65,12.08,44.33,8.1,40
28554,3,11,7,Shangri-La,25.5,12.08,44.33,8.1,40
28555,3,11,7,Solara,298.55,12.08,44.33,8.1,40
28556,3,11,7,Solstice,25.5,16.25,15.08,14.8,92
